	Domain	Phylum	Class	Order	Family	Genus	Species
OTU01264	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Butyricicoccus	 Butyricicoccus pullicaecorum
OTU01265	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Oscillibacter	 NA
OTU01266	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. chh4-2
OTU01267	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Weissella	 Weissella confusa
OTU01268	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus diestrammenae
OTU01269	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Hafniaceae	 Edwardsiella	 Edwardsiella ictaluri
OTU01270	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella albensis
OTU01271	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. CAG:354_28_25
OTU01272	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. Cult3
OTU01273	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Pinirhizobacter	 Pinirhizobacter soli
OTU01274	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Nissabacter	 Nissabacter sp. SGAir0207
OTU01275	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Paenibacillaceae	 NA	 NA
OTU01276	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Herbaspirillum	 NA
OTU01277	Bacteria	 Bacteroidota	 Chitinophagia	 Chitinophagales	 Chitinophagaceae	 Chitinophaga	 NA
OTU01278	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Neglectibacter	 NA
OTU01279	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 Nitrospina	 NA
OTU01280	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. PF22-3
OTU01281	Bacteria	 Spirochaetota	 Spirochaetia	 Spirochaetales	 Breznakiellaceae	 Breznakiella	 Breznakiella homolactica
OTU01282	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Capnocytophaga	 Capnocytophaga sp. CM59
OTU01283	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium limnosediminis
OTU01284	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Mesorhizobium	 Mesorhizobium sp. L2C067A000
OTU01285	Eukaryota	 NA	 Bigyra	 Thraustochytrida	 Thraustochytriaceae	 Hondaea	 Hondaea fermentalgiana
OTU01286	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 Brevundimonas sp. EYE_349
OTU01287	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Dysgonomonadaceae	 Dysgonomonas	 NA
OTU01288	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Mediterraneibacter	 Mediterraneibacter agrestimuris
OTU01289	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Peptostreptococcaceae	 Clostridioides	 NA
OTU01290	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Enterobacter	 Enterobacter roggenkampii
OTU01291	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 Tatumella	 Tatumella saanichensis
OTU01292	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 NA
OTU01293	Eukaryota	 Evosea	 Eumycetozoa	 Acytosteliales	 Cavenderiaceae	 Cavenderia	 Cavenderia deminutiva
OTU01294	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus agalactiae
OTU01295	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas laurentiana
OTU01296	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. PGPPP1
OTU01297	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Stutzerimonas	 Stutzerimonas sp. S1
OTU01298	Eukaryota	 Zoopagomycota	 Dimargaritomycetes	 Dimargaritales	 Dimargaritaceae	 Dispira	 Dispira simplex
OTU01299	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Olivibacter	 Olivibacter sitiensis
OTU01300	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Marvinbryantia	 Marvinbryantia formatexigens
OTU01301	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Bruguierivoracaceae	 Biostraticola	 Biostraticola tofi
OTU01302	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Micrococcaceae	 Arthrobacter	 Arthrobacter citreus
OTU01303	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Bartonellaceae	 Bartonella	 Bartonella apis
OTU01304	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Comamonas	 Comamonas thiooxydans
OTU01305	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Entomomonas	 NA
OTU01306	Eukaryota	 Euglenozoa	 Kinetoplastea	 Trypanosomatida	 Trypanosomatidae	 Phytomonas	 Phytomonas sp. EM1
OTU01307	Archaea	 Candidatus Thermoplasmatota	 Thermoplasmata	 Methanomassiliicoccales	 NA	 NA	 Methanomassiliicoccales archaeon PtaU1.Bin030
OTU01308	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Rhizobiaceae	 Rhizobium	 Rhizobium sullae
OTU01309	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. B21-047
OTU01310	Eukaryota	 Ascomycota	 Lichinomycetes	 Lichinales	 Lichinaceae	 Lichina	 Lichina confinis
OTU01311	Eukaryota	 Chlorophyta	 NA	 NA	 Pycnococcaceae	 Pycnococcus	 Pycnococcus provasolii
OTU01312	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Oceanospirillales	 Halomonadaceae	 Halomonas	 NA
OTU01313	Viruses	 Uroviricota	 Caudoviricetes	 NA	 NA	 NA	 Xanthomonas phage DES1
OTU01314	Bacteria	 Bacteroidota	 Cytophagia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	 Hymenobacter busanensis
OTU01315	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Yersinia	 Yersinia massiliensis
OTU01316	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus polymyxa
OTU01317	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 NA	 NA
OTU01318	Eukaryota	 Oomycota	 NA	 Pythiales	 Pythiaceae	 Pythium	 Pythium oligandrum
OTU01319	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio parahaemolyticus
OTU01320	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 NA	 NA	 Clostridiales bacterium GWB2_37_7
OTU01321	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. LY3-2
OTU01322	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 NA	 NA	 Clostridiales bacterium 43-6
OTU01323	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter ursingii
OTU01324	Eukaryota	 Mucoromycota	 Mucoromycetes	 Mucorales	 Rhizopodaceae	 Rhizopus	 Rhizopus microsporus
OTU01325	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter sp. FT3.2
OTU01326	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 NA	 NA	 Burkholderiales bacterium PBB6
OTU01327	Bacteria	 Bacillota	 Tissierellia	 NA	 NA	 Sedimentibacter	 Sedimentibacter sp. B4
OTU01328	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter mallensis
OTU01329	Viruses	 Nucleocytoviricota	 Megaviricetes	 Pimascovirales	 Iridoviridae	 NA	 carnivorous sponge associated iridovirus
OTU01330	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Phyllobacterium	 Phyllobacterium sp. KW56
OTU01331	Eukaryota	 Chytridiomycota	 Monoblepharidomycetes	 Monoblepharidales	 Gonapodyaceae	 Gonapodya	 Gonapodya sp. JEL0774
OTU01332	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Thalassotalea	 Thalassotalea loyana
OTU01333	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. G5(2012)
OTU01334	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium tarantellae
OTU01335	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Citrobacter	 Citrobacter sp. Awk 4
OTU01336	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Anaerocolumna	 Anaerocolumna sp. AGMB13025
OTU01337	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio viridaestus
OTU01338	Eukaryota	 NA	 Polycystinea	 Collodaria	 Sphaerozoidae	 Collozoum	 Collozoum inerme
OTU01339	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	 Lactococcus lactis
OTU01340	Bacteria	 Candidatus Tectomicrobia	 NA	 NA	 NA	 Candidatus Entotheonella	 Candidatus Entotheonella serta
OTU01341	Eukaryota	 Basidiomycota	 Malasseziomycetes	 Malasseziales	 Malasseziaceae	 Malassezia	 Malassezia pachydermatis
OTU01342	Bacteria	 Myxococcota	 NA	 Nannocystales	 Nannocystaceae	 Nannocystis	 Nannocystis exedens
OTU01343	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 Erwinia	 Erwinia persicina
OTU01344	Eukaryota	 Chytridiomycota	 Chytridiomycetes	 Chytridiales	 Chytriomycetaceae	 Podochytrium	 Podochytrium sp. JEL0797
OTU01345	Bacteria	 Bacteroidota	 Cytophagia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	 Hymenobacter sp. BT178
OTU01346	Eukaryota	 Apicomplexa	 Aconoidasida	 Haemosporida	 Plasmodiidae	 Plasmodium	 Plasmodium relictum
OTU01347	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas arcuscaelestis
OTU01348	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Citrobacter	 Citrobacter sp. JGM124
OTU01349	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Chelatococcaceae	 Chelatococcus	 NA
OTU01350	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Acetitomaculum	 Acetitomaculum ruminis
OTU01351	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Anaerotruncus	 Anaerotruncus colihominis
OTU01352	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. 28 E 9
OTU01353	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 Pantoea	 Pantoea agglomerans
OTU01354	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Dysosmobacter	 Dysosmobacter sp. Marseille-Q4140
OTU01355	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Serratia	 Serratia marcescens
OTU01356	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Salmonella	 NA
OTU01357	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Beijerinckiaceae	 Beijerinckia	 NA
OTU01358	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Heliobacteriaceae	 NA	 NA
OTU01359	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 NA	 Lachnospiraceae bacterium 2_1_46FAA
OTU01360	Eukaryota	 Oomycota	 NA	 Peronosporales	 Peronosporaceae	 Peronosclerospora	 Peronosclerospora sorghi
OTU01361	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter sp. X4EP1
OTU01362	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 Mixta	 Mixta calida
OTU01363	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 NA	 Oxalobacteraceae bacterium
OTU01364	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Mesobacillus	 Mesobacillus subterraneus
OTU01365	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Micrococcaceae	 Rothia	 Rothia dentocariosa
OTU01366	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Faecalicatena	 Faecalicatena sp. Marseille-Q4148
OTU01367	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas cedrina
OTU01368	Bacteria	 Bacteroidota	 Cytophagia	 Cytophagales	 Cytophagaceae	 NA	 Cytophagaceae bacterium
OTU01369	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Peptococcaceae	 Desulfofarcimen	 Desulfofarcimen acetoxidans
OTU01370	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas shahriarae
OTU01371	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium sp. N3904
OTU01372	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Blautia	 Blautia sp. An249
OTU01373	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Stenotrophomonas	 Stenotrophomonas sp. CC120223-11
OTU01374	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Suipraeoptans	 Suipraeoptans intestinalis
OTU01375	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Staphylococcaceae	 Macrococcus	 Macrococcus sp. IME1552
OTU01376	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Roseburia	 Roseburia sp. 1XD42-69
OTU01377	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Oceanospirillales	 NA	 Terasakiispira	 Terasakiispira papahanaumokuakeensis
OTU01378	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Eubacteriaceae	 Eubacterium	 Eubacterium uniforme
OTU01379	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Pseudocitrobacter	 NA
OTU01380	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Promicromonosporaceae	 Cellulosimicrobium	 NA
OTU01381	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Leptotrichia	 Leptotrichia sp. oral taxon 223
OTU01382	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium weizhouense
OTU01383	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Providencia	 Providencia heimbachae
OTU01384	Eukaryota	 Mucoromycota	 Mucoromycetes	 Mucorales	 Cunninghamellaceae	 Cunninghamella	 Cunninghamella echinulata
OTU01385	Bacteria	 Fusobacteriota	 Fusobacteriia	 NA	 NA	 NA	 Fusobacteriia bacterium 4572_132
OTU01386	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. D5
OTU01387	Bacteria	 Bacteroidota	 Cytophagia	 Cytophagales	 Spirosomaceae	 Dyadobacter	 Dyadobacter sp. Leaf189
OTU01388	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Nitrobacteraceae	 Bradyrhizobium	 Bradyrhizobium sp. BRP22
OTU01389	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Anaeromassilibacillus	 Anaeromassilibacillus sp. Marseille-P3371
OTU01390	Eukaryota	 Parabasalia	 NA	 Tritrichomonadida	 Dientamoebidae	 Dientamoeba	 Dientamoeba fragilis
OTU01391	Archaea	 Candidatus Thermoplasmatota	 Thermoplasmata	 Methanomassiliicoccales	 NA	 NA	 Methanomassiliicoccales archaeon
OTU01392	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Cedecea	 Cedecea lapagei
OTU01393	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio salinus
OTU01394	Bacteria	 Chloroflexota	 Anaerolineae	 Anaerolineales	 Anaerolineaceae	 NA	 Anaerolineaceae bacterium
OTU01395	Bacteria	 Cyanobacteriota	 Cyanophyceae	 NA	 NA	 NA	 NA
OTU01396	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 NA	 NA	 Burkholderiales bacterium
OTU01397	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Rhodopila	 Rhodopila globiformis
OTU01398	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	 Paraburkholderia phenoliruptrix
OTU01399	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter arcticus
OTU01400	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Christensenellaceae	 NA	 Christensenellaceae bacterium
OTU01401	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Edaphovirga	 Edaphovirga cremea
OTU01402	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Eubacteriales Family XIII. Incertae Sedis	 Mogibacterium	 Mogibacterium diversum
OTU01403	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. CAG:710
OTU01404	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Klebsiella	 Klebsiella sp. OBRC7
OTU01405	Bacteria	 Candidatus Omnitrophota	 NA	 NA	 NA	 NA	 Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_42_13
OTU01406	Eukaryota	 Mucoromycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Mortierella	 Mortierella sp. GBA30
OTU01407	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Pectobacteriaceae	 Brenneria	 Brenneria rubrifaciens
OTU01408	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Alkalihalobacillus	 NA
OTU01409	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Proteus	 NA
OTU01410	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Nitrobacteraceae	 NA	 Bradyrhizobiaceae bacterium
OTU01411	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Nitrococcus	 Nitrococcus mobilis
OTU01412	Eukaryota	 Cryptomycota	 NA	 NA	 NA	 Rozella	 Rozella allomycis
OTU01413	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Paraliobacillus	 Paraliobacillus sp. PM-2
OTU01414	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium faecium
OTU01415	Eukaryota	 Basidiomycota	 Agaricomycetes	 Atheliales	 Atheliaceae	 Piloderma	 Piloderma croceum
OTU01416	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Anaerotruncus	 uncultured Anaerotruncus sp.
OTU01417	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 Rosenbergiella	 Rosenbergiella gaditana
OTU01418	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter frigoritolerans
OTU01419	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Anaerotruncus	 Anaerotruncus sp. G3(2012)
OTU01420	Eukaryota	 Euglenozoa	 Kinetoplastea	 Trypanosomatida	 Trypanosomatidae	 Trypanosoma	 Trypanosoma congolense
OTU01421	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Mesorhizobium	 Mesorhizobium sp. B2-5-9
OTU01422	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Pseudoflavonifractor	 Pseudoflavonifractor sp. An184
OTU01423	Eukaryota	 NA	 NA	 Sticholonchida	 Sticholonchidae	 Sticholonche	 Sticholonche zanclea
OTU01424	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Klebsiella	 Klebsiella huaxiensis
OTU01425	Eukaryota	 Rhodophyta	 Bangiophyceae	 Cyanidiales	 Cyanidiaceae	 NA	 NA
OTU01426	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 Vagococcus	 Vagococcus allomyrinae
OTU01427	Bacteria	 Actinomycetota	 Actinomycetes	 Kitasatosporales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. SPB162
OTU01428	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Alicyclobacillaceae	 Tumebacillus	 Tumebacillus avium
OTU01429	Eukaryota	 Chytridiomycota	 Chytridiomycetes	 Rhizophydiales	 NA	 Batrachochytrium	 Batrachochytrium dendrobatidis
OTU01430	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Sporolactobacillaceae	 Pullulanibacillus	 Pullulanibacillus sp. KACC 23026
OTU01431	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Enterobacter	 Enterobacter sp. FY-07
OTU01432	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Mediterraneibacter	 Mediterraneibacter sp. NSJ-55
OTU01433	Bacteria	 Actinomycetota	 Actinomycetes	 Geodermatophilales	 Geodermatophilaceae	 Blastococcus	 Blastococcus sp. CT_GayMR19
OTU01434	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Phyllobacterium	 Phyllobacterium sp. OV277
OTU01435	Eukaryota	 Evosea	 Eumycetozoa	 NA	 NA	 NA	 NA
OTU01436	Bacteria	 Planctomycetota	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Rubinisphaera	 Rubinisphaera brasiliensis
OTU01437	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. CYM-20-01
OTU01438	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium 1xD42-87
OTU01439	Bacteria	 Mycoplasmatota	 NA	 NA	 NA	 NA	 Mycoplasmatota bacterium
OTU01440	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Peptococcaceae	 NA	 Peptococcaceae bacterium BRH_c4a
OTU01441	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Alteromonadales	 Alteromonadaceae	 Alteromonas	 Alteromonas marina
OTU01442	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Agathobaculum	 Agathobaculum sp. Marseille-P7918
OTU01443	Bacteria	 Actinomycetota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Enorma	 NA
OTU01444	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Roseburia	 Roseburia hominis
OTU01445	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Azomonas	 Azomonas agilis
OTU01446	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Christensenellaceae	 NA	 NA
OTU01447	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 NA	 NA
OTU01448	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. MPBC4-3
OTU01449	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Zongyangia	 Zongyangia hominis
OTU01450	Bacteria	 Bacillota	 Erysipelotrichia	 Erysipelotrichales	 Coprobacillaceae	 Thomasclavelia	 Thomasclavelia cocleata
OTU01451	Bacteria	 Bacillota	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Calorimonas	 Calorimonas adulescens
OTU01452	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Ohessyouella	 Ohessyouella blattaphilus
OTU01453	Eukaryota	 Evosea	 Eumycetozoa	 Acytosteliales	 Acytosteliaceae	 Acytostelium	 Acytostelium leptosomum
OTU01454	Eukaryota	 Rhodophyta	 Florideophyceae	 Gigartinales	 Gigartinaceae	 Chondrus	 Chondrus crispus
OTU01455	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Anaeromicropila	 Anaeromicropila herbilytica
OTU01456	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Wansuia	 Wansuia hejianensis
OTU01457	Bacteria	 Bacillota	 Erysipelotrichia	 Erysipelotrichales	 Coprobacillaceae	 Coprobacillus	 Coprobacillus sp. CAG:826
OTU01458	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Desulfitobacteriaceae	 Desulfosporosinus	 Desulfosporosinus hippei
OTU01459	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Thermotalea	 Thermotalea metallivorans
